Date,BT,BT%,Dollar,Dollar%,GPUvendor,Btben,Oilprice
2016-06-25,100.46K,1.01%,80.98k,-0.38%,"25,494K",0,99.22
2016-06-24,196.69K,5.81%,81.29k,-0.38%,"23,254K",0,100.38
2016-06-23,261.74K,5.13%,81.6k,-0.34%,"36,208K",0,98.82
2016-06-22,202.32K,-11.51%,81.88k,-0.04%,"23,248K",0,98.62
2016-06-21,248.08K,-9.07%,81.91k,-0.52%,"33,903K",0,98.83
2016-06-20,112.29K,-3.56%,82.34k,1.09%,"34,059K",0,97.34
2016-06-19,60.45K,0.96%,81.45k,-0.46%,"35,548K",0,99.79
2016-06-18,120.53K,1.33%,81.83k,0.21%,"29,831K",0,101.27
2016-06-17,215.87K,-2.27%,81.66k,0.00%,"35,578K",0,103.09
2016-06-16,229.57K,10.20%,81.66k,-0.38%,"38,330K",0,102.14
2016-06-15,78.62K,0.82%,81.97k,-0.39%,"48,584K",0,103.28
2016-06-14,135.65K,-2.13%,82.29k,0.43%,"31,086K",0,102.14
2016-06-13,216.73K,5.03%,81.94k,-0.34%,"29,975K",0,99.94
2016-06-12,217.38K,12.67%,82.22k,-0.48%,"24,646K",0,99.92
2016-06-11,42.22K,2.37%,82.62k,-0.24%,"31,482K",0,100.27
2016-06-10,45.50K,0.56%,82.82k,0.13%,"34,293K",0,100.6
2016-06-09,48.61K,-1.00%,82.71k,0.25%,"36,617K",0,100.4
2016-06-08,49.60K,0.86%,82.5k,-0.65%,"35,368K",0,100.02
2016-06-07,84.69K,-1.37%,83.04k,0.06%,"38,940K",0,100.14
2016-06-06,63.68K,1.51%,82.99k,0.29%,"59,139K",0,98.81
2016-06-05,64.52K,0.52%,82.75k,-1.53%,"47,698K",0,97.64
2016-06-04,87.41K,0.87%,84.04k,-0.64%,"48,750K",0,98.8
2016-06-03,106.25K,5.57%,84.58k,0.46%,"64,444K",0,99.14
2016-06-02,52.88K,-0.06%,84.19k,-0.30%,"37,015K",0,100.64
2016-06-01,72.41K,1.60%,84.44k,1.45%,"58,041K",0,100.38
2016-05-31,114.08K,-0.63%,83.23k,0.00%,"71,301K",0,99.43
2016-05-30,77.53K,3.14%,83.23k,-0.37%,"43,355K",0,-
2016-05-29,152.57K,-1.56%,83.54k,0.59%,"73,386K",0,98.68
2016-05-28,150.17K,10.58%,83.05k,-0.11%,"88,210K",0,100.39
2016-05-27,135.68K,4.58%,83.14k,0.29%,"85,640K",0,101.41
2016-05-26,37.72K,0.78%,82.9k,-0.10%,"27,780K",0,101.56
2016-05-25,37.72K,0.82%,82.98k,0.48%,"40,831K",0,100.86
2016-05-24,33.22K,0.55%,82.58k,0.19%,"30,723K",0,100.08
2016-05-23,35.90K,0.93%,82.42k,0.01%,"44,000K",0,99.24
2016-05-22,28.74K,-0.91%,82.41k,0.60%,"53,069K",0,100
2016-05-21,23.00K,0.35%,81.92k,0.60%,"36,730K",0,100.3
2016-05-20,48.43K,-0.12%,81.43k,1.02%,"51,174K",0,101.43
2016-05-19,59.39K,-2.55%,80.61k,-0.22%,"28,882K",0,101.25
2016-05-18,32.61K,0.21%,80.79k,0.21%,"47,054K",0,101.69
2016-05-17,34.63K,-0.36%,80.62k,-0.16%,"28,759K",0,102.13
2016-05-16,36.60K,-0.71%,80.75k,-0.25%,"38,887K",0,101.96
2016-05-15,21.20K,0.37%,80.95k,-0.20%,"42,249K",0,99.82
2016-05-14,20.36K,0.23%,81.11k,-0.66%,"39,392K",0,97.87
2016-05-13,32.39K,0.22%,81.65k,-0.02%,"39,698K",0,-
2016-05-12,49.19K,0.43%,81.67k,0.16%,"42,181K",0,101.28
2016-05-11,39.97K,0.70%,81.54k,-1.27%,"30,822K",0,101.11
2016-05-10,59.99K,-2.41%,82.59k,-0.22%,"39,709K",0,101.07
2016-05-09,48.42K,0.56%,82.77k,0.13%,"58,074K",0,100.18
2016-05-08,27.60K,-0.13%,82.66k,-0.72%,"33,738K",0,99.59
2016-05-07,30.97K,-0.24%,83.26k,0.26%,"37,589K",0,98.16
2016-05-06,68.43K,2.56%,83.04k,-0.74%,"30,568K",0,98.31
2016-05-05,41.89K,0.51%,83.66k,-0.52%,"51,317K",0,98.09
2016-05-04,39.44K,-0.99%,84.1k,0.48%,"50,637K",0,96.71
2016-05-03,49.75K,1.37%,83.7k,0.00%,"69,502K",0,98.1
2016-05-02,73.85K,-1.78%,83.7k,-0.12%,"46,642K",0,97.81
2016-05-01,21.75K,0.83%,83.8k,-0.65%,"61,073K",0,99.28
2016-04-30,35.31K,-1.42%,84.35k,0.58%,"52,497K",2,101.64
2016-04-29,44.85K,1.45%,83.86k,0.14%,"29,889K",2,103.04
2016-04-28,81.94K,0.33%,83.74k,-0.61%,"47,884K",2,103.73
2016-04-27,90.81K,-4.08%,84.25k,0.79%,"32,646K",2,103.06
2016-04-26,67.56K,0.92%,83.59k,-0.29%,"22,060K",2,103.13
2016-04-25,81.66K,0.91%,83.83k,0.29%,"29,980K",2,104.19
2016-04-24,74.43K,1.66%,83.59k,0.37%,"19,674K",2,105.14
2016-04-23,42.36K,1.08%,83.28k,0.17%,"12,738K",2,107.96
2016-04-22,49.71K,-0.90%,83.14k,0.42%,"46,217K",2,108.41
2016-04-21,63.13K,1.85%,82.79k,1.09%,"33,433K",2,107.21
2016-04-20,74.36K,1.43%,81.9k,-0.43%,"45,854K",2,107.07
2016-04-19,45.68K,1.69%,82.25k,-0.07%,"41,644K",2,106.23
2016-04-18,32.58K,0.34%,82.31k,0.26%,"44,523K",2,105.15
2016-04-17,25.59K,-0.88%,82.1k,-0.15%,"33,866K",2,105.06
2016-04-16,29.02K,0.32%,82.22k,0.91%,"37,756K",2,104.13
2016-04-15,54.12K,1.10%,81.48k,-0.33%,"39,940K",2,105.09
2016-04-14,30.66K,0.13%,81.75k,-0.49%,"81,672K",2,104.78
2016-04-13,38.09K,-0.30%,82.15k,-0.39%,"51,364K",2,105.86
2016-04-12,57.71K,0.79%,82.47k,-0.33%,"33,829K",2,105.04
2016-04-11,36.39K,0.28%,82.74k,-0.37%,"41,290K",2,105.07
2016-04-10,23.30K,0.53%,83.05k,0.00%,"63,302K",2,104.57
2016-04-09,29.43K,0.09%,83.05k,0.45%,"52,807K",2,105.48
2016-04-08,46.95K,-0.58%,82.68k,-0.04%,"39,138K",2,105.49
2016-04-07,36.06K,-0.27%,82.71k,0.18%,"46,050K",2,106.44
2016-04-06,32.67K,-0.19%,82.56k,-0.15%,"48,869K",2,106.56
2016-04-05,40.89K,0.65%,82.68k,1.14%,"39,833K",2,106.21
2016-04-04,33.44K,0.06%,81.75k,-0.81%,"45,140K",2,106.84
2016-04-03,22.80K,0.13%,82.42k,0.35%,"36,460K",2,105.66
2016-04-02,31.31K,0.69%,82.13k,-0.15%,"27,693K",2,104.81
2016-04-01,38.22K,0.00%,82.25k,-0.34%,"42,231K",2,105.63
2016-03-31,41.84K,0.78%,82.53k,0.27%,"33,698K",1,106.76
2016-03-30,43.28K,-0.62%,82.31k,-0.53%,"40,409K",1,108.42
2016-03-29,69.11K,-1.71%,82.75k,0.30%,"62,455K",1,108.8
2016-03-28,43.45K,-0.56%,82.5k,-0.22%,"46,669K",1,109.83
2016-03-27,61.72K,1.94%,82.68k,-0.05%,"61,930K",1,109.53
2016-03-26,28.06K,0.19%,82.72k,-0.24%,"49,212K",1,109.79
2016-03-25,34.59K,0.23%,82.92k,0.23%,"64,362K",1,112.25
2016-03-24,38.83K,-0.54%,82.73k,-0.59%,"84,628K",1,111.99
2016-03-23,40.61K,0.19%,83.22k,0.28%,"83,902K",1,113.04
2016-03-22,49.08K,1.24%,82.99k,-0.28%,"32,462K",1,113.1
2016-03-21,43.16K,-0.10%,83.22k,0.41%,"35,080K",1,113.28
2016-03-20,30.54K,0.69%,82.88k,0.06%,"44,484K",1,113.62
2016-03-19,37.00K,0.13%,82.83k,0.36%,"25,670K",1,-
2016-03-18,66.07K,-2.39%,82.53k,-0.25%,"47,322K",1,-
2016-03-17,43.82K,0.54%,82.74k,-0.05%,"34,711K",1,112.64
2016-03-16,44.54K,0.19%,82.78k,-0.25%,"38,938K",1,112.36
2016-03-15,48.60K,0.20%,82.99k,0.36%,"30,736K",1,111.6
2016-03-14,49.33K,0.46%,82.69k,0.68%,"33,292K",1,110.58
2016-03-13,34.98K,0.50%,82.13k,-0.58%,"57,395K",1,111.67
2016-03-12,59.64K,-2.09%,82.61k,-0.34%,"48,084K",1,110.46
2016-03-11,60.63K,0.79%,82.89k,0.38%,"70,941K",1,110.8
2016-03-10,55.74K,0.74%,82.58k,0.01%,"25,477K",1,109.62
2016-03-09,50.92K,0.21%,82.57k,-0.18%,"39,175K",1,108.68
2016-03-08,53.77K,-0.72%,82.72k,0.78%,"36,770K",1,108.86
2016-03-07,61.77K,2.19%,82.08k,-0.46%,"24,958K",1,109.13
2016-03-06,62.59K,1.74%,82.46k,0.45%,"26,070K",1,108.28
2016-03-05,129.15K,-2.56%,82.09k,-0.12%,"32,052K",1,108.09
2016-03-04,75.27K,-2.40%,82.19k,-0.11%,"32,657K",1,107.86
2016-03-03,78.90K,-1.36%,82.28k,0.40%,"36,636K",1,107.95
2016-03-02,57.75K,-2.00%,81.95k,0.43%,"24,060K",1,107.01
2016-03-01,67.46K,-0.50%,81.6k,-0.33%,"48,307K",1,106.47
2016-02-29,68.77K,0.86%,81.87k,0.24%,"50,261K",1,106.59
2016-02-28,50.85K,0.27%,81.67k,0.26%,"43,087K",1,107.44
2016-02-27,42.79K,0.93%,81.46k,0.00%,"29,549K",1,106.93
2016-02-26,53.21K,0.91%,81.46k,0.48%,"50,424K",1,107.81
2016-02-25,53.54K,0.18%,81.07k,0.75%,"48,551K",1,108.09
2016-02-24,66.51K,0.67%,80.47k,-0.14%,"55,889K",1,108
2016-02-23,93.72K,-4.09%,80.58k,0.00%,"43,681K",1,107.29
2016-02-22,56.01K,-0.02%,80.58k,0.15%,"48,154K",1,106.66
2016-02-21,100.50K,-0.50%,80.46k,0.46%,"35,783K",1,107.46
2016-02-20,111.63K,4.78%,80.09k,-0.02%,"34,014K",1,107.72
2016-02-19,52.24K,-0.34%,80.11k,-0.25%,"32,060K",1,107.61
2016-02-18,77.35K,1.02%,80.31k,0.12%,"45,194K",1,107.81
2016-02-17,90.32K,2.64%,80.21k,0.02%,"35,995K",1,107.99
2016-02-16,68.33K,1.33%,80.19k,0.59%,"49,335K",1,108.08
2016-02-15,86.13K,-1.09%,79.72k,0.29%,"33,947K",1,106.8
2016-02-14,73.59K,3.95%,79.49k,-0.08%,"43,384K",1,106.06
2016-02-13,48.16K,1.58%,79.55k,0.43%,"32,261K",1,106.78
2016-02-12,53.76K,1.21%,79.21k,0.00%,"38,281K",1,106.58
2016-02-11,62.65K,-0.64%,79.21k,-0.09%,"37,111K",1,106.31
2016-02-10,97.49K,1.75%,79.28k,-0.35%,"78,106K",1,105.78
2016-02-09,55.36K,0.72%,79.56k,-0.24%,"65,730K",1,105.86
2016-02-08,62.24K,-1.40%,79.75k,0.00%,"48,026K",1,105.1
2016-02-07,40.74K,0.33%,79.75k,-0.25%,"69,445K",1,105.66
2016-02-06,78.85K,-2.53%,79.95k,0.04%,"48,506K",1,104.85
2016-02-05,60.92K,-1.07%,79.92k,0.06%,"30,749K",1,104.24
2016-02-04,101.87K,6.15%,79.87k,-0.21%,"25,041K",1,104.59
2016-02-03,59.81K,-1.58%,80.04k,0.00%,"31,076K",1,104.68
2016-02-02,50.98K,0.47%,80.04k,0.49%,"34,094K",1,106.06
2016-02-01,74.35K,0.63%,79.65k,-0.19%,"34,772K",1,107.47
2016-01-31,39.02K,-2.10%,79.8k,0.03%,"37,904K",0,107.89
2016-01-30,36.18K,-0.67%,79.78k,0.36%,"31,356K",0,108.44
2016-01-29,138.46K,0.16%,79.49k,-0.09%,"34,025K",0,108.98
2016-01-28,77.32K,-3.88%,79.56k,-0.23%,"31,439K",0,107.24
2016-01-27,43.68K,1.34%,79.74k,-1.02%,"30,986K",0,108.22
2016-01-26,56.81K,-0.76%,80.56k,0.27%,"37,101K",0,109.06
2016-01-25,67.66K,-2.33%,80.34k,0.10%,"59,440K",0,109.41
2016-01-24,64.54K,3.48%,80.26k,-0.30%,"38,883K",0,108.73
2016-01-23,61.38K,1.56%,80.5k,0.15%,"44,724K",0,108.74
2016-01-22,144.86K,-6.73%,80.38k,0.68%,"127,874K",0,108.54
2016-01-21,89.94K,-1.05%,79.84k,0.09%,"82,230K",0,109.51
2016-01-20,190.32K,9.26%,79.77k,0.00%,"51,706K",0,108.41
2016-01-19,66.35K,-1.29%,79.77k,0.11%,"40,734K",0,107.23
2016-01-18,69.30K,0.50%,79.68k,0.08%,"36,032K",0,107.32
2016-01-17,66.09K,-0.67%,79.62k,0.00%,"32,655K",0,105.89
2016-01-16,183.96K,3.43%,79.62k,-0.03%,"36,791K",0,-
2016-01-15,268.14K,-13.25%,79.64k,0.00%,"33,591K",0,106.43
2016-01-14,46.17K,-0.71%,79.64k,0.03%,"38,779K",0,104.81
2016-01-13,92.04K,-2.89%,79.62k,0.45%,"36,355K",0,104.75
2016-01-12,44.59K,-0.60%,79.26k,-0.01%,"37,652K",0,108.29
2016-01-11,56.59K,0.34%,79.27k,-0.11%,"33,844K",0,105.13
2016-01-10,44.46K,-0.47%,79.36k,-0.26%,"41,504K",0,103.41
2016-01-09,39.81K,-1.01%,79.57k,-0.01%,"35,116K",0,106.03
2016-01-08,91.31K,-0.91%,79.58k,-0.44%,"45,158K",0,106.81
2016-01-07,130.20K,6.09%,79.93k,0.15%,"45,100K",0,106.91
2016-01-06,43.43K,-0.09%,79.81k,-0.31%,"40,304K",0,106.85
2016-01-05,45.03K,-0.49%,80.06k,-0.34%,"61,601K",0,106.42
2016-01-04,53.01K,0.61%,80.33k,-0.10%,"44,748K",0,-
2016-01-03,54.83K,-0.70%,80.41k,0.19%,"33,446K",0,106.76
2016-01-02,33.57K,-0.06%,80.26k,0.61%,"32,426K",0,106.6
2016-01-01,46.97K,0.94%,79.77k,0.16%,"47,216K",0,107.11
2015-12-31,65.21K,0.66%,79.64k,-0.30%,"48,522K",0,108.18
2015-12-30,68.27K,-1.10%,79.88k,-0.34%,"51,203K",0,110.21
2015-12-29,70.65K,2.41%,80.15k,-0.06%,"30,634K",0,111.4
2015-12-28,68.35K,-0.15%,80.2k,-0.17%,"38,276K",0,112.03
2015-12-27,67.58K,1.69%,80.34k,-0.07%,"28,008K",0,111.61
2015-12-26,208.58K,-8.52%,80.4k,0.19%,"21,928K",0,110.78
2015-12-25,42.39K,0.24%,80.25k,0.07%,"58,168K",0,111.3
2015-12-24,79.60K,2.38%,80.19k,-0.91%,"61,651K",0,111.16
2015-12-23,63.25K,1.24%,80.93k,0.00%,"54,590K",0,110.57
2015-12-22,65.79K,-0.13%,80.93k,-0.04%,"50,606K",0,108.98
2015-12-21,121.99K,-0.95%,80.96k,0.11%,"43,715K",0,107.73
2015-12-20,121.53K,-4.21%,80.87k,-0.48%,"49,462K",0,109.1
2015-12-19,61.31K,-0.43%,81.26k,0.22%,"86,536K",0,106.33
2015-12-18,83.41K,1.68%,81.08k,0.02%,"51,638K",0,108.28
2015-12-17,64.58K,0.34%,81.06k,-0.02%,"97,272K",0,109.59
2015-12-16,185.22K,-1.87%,81.08k,0.06%,"96,048K",0,109.35
2015-12-15,107.06K,4.67%,81.03k,0.00%,"30,442K",0,110.56
2015-12-14,218.92K,1.68%,81.03k,0.30%,"38,529K",0,108.09
2015-12-13,64.14K,0.56%,80.79k,0.04%,"58,988K",0,107.64
2015-12-12,211.44K,-3.90%,80.76k,0.19%,"49,428K",0,108.61
2015-12-11,175.06K,8.26%,80.61k,-0.17%,"49,613K",0,108.17
2015-12-10,71.66K,-0.12%,80.75k,0.20%,"83,908K",0,108.18
2015-12-09,147.36K,1.30%,80.59k,0.67%,"37,031K",0,105.64
2015-12-08,74.36K,4.16%,80.05k,0.16%,"52,678K",0,110.79
2015-12-07,96.75K,0.23%,79.92k,-0.01%,"36,897K",0,111.76
2015-12-06,131.86K,1.73%,79.93k,-0.37%,"36,522K",0,114.76
2015-12-05,115.20K,6.92%,80.23k,0.20%,"43,286K",0,115.41
2015-12-04,60.55K,0.38%,80.07k,0.04%,"44,098K",0,113.69
2015-12-03,87.23K,0.09%,80.04k,0.16%,"35,819K",0,113.93
2015-12-02,92.45K,-0.50%,79.91k,-0.09%,"37,979K",0,113.11
2015-12-01,111.91K,-4.28%,79.98k,0.41%,"31,000K",0,112.89
2015-11-30,129.77K,1.92%,79.65k,0.04%,"39,175K",0,111.84
2015-11-29,67.37K,4.22%,79.62k,0.31%,"52,042K",0,112.09
2015-11-28,56.17K,-1.03%,79.37k,0.44%,"49,600K",0,111.64
2015-11-27,103.48K,1.63%,79.02k,-0.49%,"41,014K",0,113.29
2015-11-26,211.38K,8.01%,79.41k,-0.41%,"41,626K",0,111.79
2015-11-25,77.68K,2.88%,79.74k,0.09%,"56,729K",0,110.33
2015-11-24,50.66K,-1.17%,79.67k,-0.14%,"33,536K",0,110.24
2015-11-23,42.73K,-0.20%,79.78k,-0.18%,"47,048K",0,109.49
2015-11-22,36.75K,-0.59%,79.92k,-0.04%,"59,994K",0,110.02
2015-11-21,45.00K,1.11%,79.95k,0.52%,"43,747K",0,111.82
2015-11-20,109.99K,-1.19%,79.54k,0.25%,"143,514K",0,111.54
2015-11-19,86.38K,-3.26%,79.34k,-0.01%,"59,709K",0,113.21
2015-11-18,78.36K,0.60%,79.35k,-0.78%,"52,061K",0,111.59
2015-11-17,98.25K,1.12%,79.97k,0.29%,"46,231K",0,111.61
2015-11-16,87.14K,4.02%,79.74k,-0.10%,"60,444K",0,-
2015-11-15,88.32K,-4.32%,79.82k,-0.15%,"54,509K",0,111.03
2015-11-14,71.11K,-0.60%,79.94k,0.49%,"41,954K",0,111.23
2015-11-13,97.25K,-0.02%,79.55k,-0.43%,"68,401K",0,109.29
2015-11-12,164.61K,9.56%,79.89k,0.43%,"40,868K",0,109.32
2015-11-11,263.96K,-9.50%,79.55k,0.04%,"26,227K",0,108.63
2015-11-10,210.29K,-11.45%,79.52k,0.24%,"47,536K",0,108.22
2015-11-09,125.54K,2.33%,79.33k,-0.10%,"53,921K",0,-
2015-11-08,94.36K,-3.51%,79.41k,0.44%,"72,711K",0,106.87
2015-11-07,103.03K,4.13%,79.06k,-0.24%,"73,044K",0,106.01
2015-11-06,255.28K,-3.37%,79.25k,0.30%,"70,624K",0,104.54
2015-11-05,302.95K,-4.54%,79.01k,0.20%,"50,959K",0,102.45
2015-11-04,517.73K,1.11%,78.85k,-0.52%,"66,719K",0,101.73
2015-11-03,421.99K,10.36%,79.26k,-0.60%,"40,076K",0,101.04
2015-11-02,223.10K,11.25%,79.74k,-0.15%,"46,070K",0,101.9
2015-11-01,73.71K,3.76%,79.86k,-0.49%,"46,347K",0,102.38
2015-10-31,105.83K,-4.85%,80.25k,0.00%,"31,132K",0,102.06
2015-10-30,156.49K,4.30%,80.25k,-0.97%,"38,487K",0,100.49
2015-10-29,138.92K,3.32%,81.04k,-0.23%,"37,296K",0,100.28
2015-10-28,116.41K,3.01%,81.23k,-0.10%,"47,036K",0,100.39
2015-10-27,105.87K,3.34%,81.31k,0.12%,"36,550K",0,99.62
2015-10-26,73.21K,-0.94%,81.21k,0.00%,"36,942K",0,103.39
2015-10-25,113.90K,1.88%,81.21k,-0.59%,"49,590K",0,102.71
2015-10-24,60.13K,2.04%,81.69k,0.17%,"43,048K",0,100.89
2015-10-23,69.32K,0.91%,81.55k,0.22%,"40,778K",0,100.86
2015-10-22,93.15K,2.74%,81.37k,-0.36%,"52,724K",0,98.84
2015-10-21,59.64K,-0.98%,81.66k,0.09%,"37,270K",0,97.68
2015-10-20,75.40K,2.25%,81.59k,0.28%,"89,245K",0,97.04
2015-10-19,58.17K,0.82%,81.36k,-0.16%,"41,997K",0,96.44
2015-10-18,52.27K,-2.93%,81.49k,-0.51%,"28,860K",0,96.41
2015-10-17,113.84K,2.55%,81.91k,-0.67%,"31,546K",0,96.76
2015-10-16,95.18K,3.31%,82.46k,-0.17%,"42,537K",0,97.59
2015-10-15,60.64K,0.84%,82.6k,0.29%,"46,784K",0,97.96
2015-10-14,69.58K,1.43%,82.36k,-0.34%,"44,962K",0,97.17
2015-10-13,74.88K,1.40%,82.64k,0.19%,"40,540K",0,95.29
2015-10-12,40.39K,-0.93%,82.48k,0.05%,"42,834K",0,93.72
2015-10-11,41.43K,0.94%,82.44k,-0.13%,"38,238K",0,92.89
2015-10-10,38.96K,0.54%,82.55k,-0.11%,"73,571K",0,91.77
2015-10-09,40.57K,0.60%,82.64k,0.30%,"55,329K",0,91.24
2015-10-08,44.15K,-0.16%,82.39k,0.22%,"29,995K",0,91.01
2015-10-07,62.60K,-1.28%,82.21k,-0.07%,"36,784K",0,89.81
2015-10-06,78.84K,2.49%,82.27k,-0.13%,"43,085K",0,89.15
2015-10-05,61.24K,0.76%,82.38k,-1.18%,"44,198K",0,90.67
2015-10-04,31.85K,-0.10%,83.36k,0.36%,"47,140K",0,94.27
2015-10-03,43.31K,0.79%,83.06k,0.51%,"51,485K",0,93.85
2015-10-02,47.94K,-0.14%,82.64k,-0.18%,"68,408K",0,96.47
2015-10-01,52.88K,0.47%,82.79k,0.10%,"44,994K",0,96.66
2015-09-30,50.52K,-0.33%,82.71k,-0.12%,"68,920K",0,95.59
2015-09-29,57.30K,-0.90%,82.81k,-0.85%,"69,988K",0,93.84
2015-09-28,64.28K,2.74%,83.52k,-0.57%,"74,527K",0,95.41
2015-09-27,36.14K,-0.77%,84k,0.35%,"36,667K",0,98.66
2015-09-26,40.29K,-0.31%,83.71k,0.28%,"32,397K",0,96.51
2015-09-25,61.58K,0.54%,83.48k,0.72%,"49,243K",0,97.49
2015-09-24,72.12K,1.68%,82.88k,-0.23%,"51,818K",0,97.14
2015-09-23,43.60K,-0.05%,83.07k,0.05%,"102,036K",0,95.99
2015-09-22,71.55K,1.63%,83.03k,-0.08%,"188,859K",0,95.16
2015-09-21,53.43K,-2.06%,83.1k,-0.30%,"111,086K",0,98.43
2015-09-20,33.15K,0.00%,83.35k,-0.37%,"45,376K",0,101.59
2015-09-19,34.47K,-0.47%,83.66k,0.11%,"61,067K",0,103.39
2015-09-18,53.17K,-0.22%,83.57k,0.20%,"44,027K",0,105.01
2015-09-17,56.06K,1.80%,83.4k,0.29%,"56,194K",0,104.71
2015-09-16,51.91K,-0.41%,83.16k,-0.26%,"84,761K",0,103.84
2015-09-15,49.52K,-0.17%,83.38k,0.69%,"41,030K",0,102.24
2015-09-14,61.10K,-0.12%,82.81k,1.26%,"27,887K",0,103.69
2015-09-13,51.60K,-2.30%,81.78k,0.00%,"49,523K",0,105.5
2015-09-12,43.77K,-1.79%,81.78k,-0.11%,"69,624K",0,105.13
2015-09-11,45.77K,0.76%,81.87k,0.29%,"42,802K",0,104.48
2015-09-10,60.54K,0.28%,81.63k,-1.42%,"35,790K",0,107.16
2015-09-09,69.26K,-2.40%,82.81k,0.23%,"39,908K",0,107.76
2015-09-08,76.35K,1.53%,82.62k,0.30%,"45,000K",0,108.63
2015-09-07,57.19K,-0.12%,82.37k,-0.16%,"79,967K",0,107.94
2015-09-06,66.27K,2.65%,82.5k,0.29%,"127,415K",0,108.41
2015-09-05,48.28K,1.49%,82.26k,-0.04%,"73,092K",0,109.38
2015-09-04,61.76K,1.79%,82.29k,0.87%,"56,279K",0,108.93
2015-09-03,54.15K,-1.06%,81.58k,0.25%,"54,627K",0,108.97
2015-09-02,58.77K,0.64%,81.38k,-0.70%,"60,831K",0,109.24
2015-09-01,66.54K,-1.00%,81.95k,0.39%,"63,268K",0,112.92
2015-08-31,54.51K,0.47%,81.63k,-0.44%,"62,718K",1,115.55
2015-08-30,39.81K,-0.04%,81.99k,-0.09%,"50,430K",1,116.59
2015-08-29,43.74K,-1.36%,82.06k,-0.44%,"65,236K",1,-
2015-08-28,90.66K,4.00%,82.42k,-0.12%,"48,427K",1,116.38
2015-08-27,60.25K,-1.00%,82.52k,0.01%,"54,633K",1,116.32
2015-08-26,92.81K,2.02%,82.51k,0.56%,"50,824K",1,115.82
2015-08-25,190.79K,4.29%,82.05k,-0.33%,"53,325K",1,115.18
2015-08-24,196.70K,-6.76%,82.32k,-0.62%,"56,355K",1,114.41
2015-08-23,48.84K,-1.22%,82.83k,0.33%,"34,737K",1,114.57
2015-08-22,74.21K,-1.23%,82.56k,-0.40%,"46,804K",1,115.45
2015-08-21,57.65K,-0.96%,82.89k,-0.18%,"18,696K",1,115.4
2015-08-20,90.98K,3.83%,83.04k,0.02%,"21,111K",1,115.58
2015-08-19,245.82K,-8.40%,83.02k,0.65%,"23,396K",1,115.18
2015-08-18,94.50K,-4.05%,82.48k,0.10%,"19,571K",1,116.23
2015-08-17,47.88K,0.00%,82.4k,0.00%,"24,895K",1,118.38
2015-08-16,69.04K,-1.31%,82.4k,0.06%,"57,656K",1,117.56
2015-08-15,38.91K,-1.70%,82.35k,0.32%,"54,842K",1,116.77
2015-08-14,52.33K,0.60%,82.09k,0.74%,"44,521K",1,119.17
2015-08-13,56.49K,-1.58%,81.49k,0.51%,"46,328K",1,119.69
2015-08-12,56.73K,-0.51%,81.08k,-0.26%,"61,912K",1,120.74
2015-08-11,51.36K,2.18%,81.29k,-0.11%,"43,515K",1,122
2015-08-10,48.57K,-0.22%,81.38k,0.01%,"63,602K",1,121.97
2015-08-09,57.48K,2.04%,81.37k,0.18%,"51,660K",1,119.97
2015-08-08,82.54K,-6.94%,81.22k,0.76%,"57,321K",1,120.38
2015-08-07,42.81K,-0.04%,80.61k,0.44%,"55,584K",1,121.57
2015-08-06,33.26K,-1.32%,80.26k,0.19%,"49,149K",1,122.07
2015-08-05,38.29K,-0.91%,80.11k,0.04%,"51,002K",1,123.16
2015-08-04,44.84K,0.97%,80.08k,0.43%,"57,383K",1,122.91
2015-08-03,45.89K,0.08%,79.74k,0.18%,"64,470K",1,122.18
2015-08-02,35.67K,0.32%,79.6k,0.13%,"54,646K",1,121.99
2015-08-01,39.43K,-1.15%,79.5k,0.35%,"52,976K",1,123.09
2015-07-31,49.21K,-1.15%,79.22k,0.11%,"73,032K",0,123.17
2015-07-30,44.79K,-0.47%,79.13k,0.34%,"62,344K",0,123.94
2015-07-29,50.67K,-1.81%,78.86k,0.10%,"69,062K",0,122.23
2015-07-28,49.07K,0.24%,78.78k,0.09%,"40,662K",0,123.64
2015-07-27,69.71K,0.42%,78.71k,-0.27%,"82,534K",0,124.22
2015-07-26,30.99K,1.05%,78.92k,-0.11%,"128,748K",0,124.21
2015-07-25,41.65K,0.13%,79.01k,-0.27%,"133,079K",0,123.67
2015-07-24,74.36K,4.66%,79.22k,-0.25%,"50,135K",0,123.62
2015-07-23,35.66K,-0.34%,79.42k,0.29%,"65,750K",0,123.29
2015-07-22,41.97K,0.50%,79.19k,-0.47%,"51,242K",0,120.75
2015-07-21,49.05K,-0.93%,79.56k,0.03%,"50,566K",0,121.65
2015-07-20,46.60K,1.65%,79.54k,0.08%,"50,029K",0,121.09
2015-07-19,30.20K,-0.32%,79.48k,-0.10%,"175,156K",0,122.25
2015-07-18,55.34K,-1.99%,79.56k,-0.41%,"99,048K",0,119.64
2015-07-17,62.12K,1.10%,79.89k,0.77%,"53,224K",0,120.02
2015-07-16,121.32K,-2.41%,79.28k,-0.65%,"54,973K",0,121.81
2015-07-15,59.58K,-1.23%,79.8k,-0.11%,"61,354K",0,122.56
2015-07-14,60.62K,-1.17%,79.89k,0.20%,"65,484K",0,121.57
2015-07-13,146.85K,-6.47%,79.73k,-0.20%,"74,937K",0,120.22
2015-07-12,120.70K,6.33%,79.89k,-0.24%,"96,161K",0,119.42
